,date,state,positiveIncrease,negativeIncrease,total,totalTestResultsIncrease
2375,2020-08-22,ME,32,3854,227751,3886
2376,2020-08-22,MI,1426,31911,2459039,33337
2377,2020-08-22,MN,734,8985,1051256,16745
2378,2020-08-22,MO,1293,7295,904694,8588
2379,2020-08-22,MP,0,0,12921,0
2380,2020-08-22,MS,945,2875,533622,3820
2381,2020-08-22,MT,160,929,209716,1089
2382,2020-08-22,NC,1729,19504,2052118,21233
2383,2020-08-22,ND,256,1764,189026,6623
2384,2020-08-22,NE,278,2537,336582,2815
2385,2020-08-22,NH,42,4951,194675,8840
2386,2020-08-22,NJ,419,32629,2648740,33048
2387,2020-08-22,NM,144,9987,704955,10131
2388,2020-08-22,NV,636,3179,570126,3815
2389,2020-08-22,NY,653,94196,7547116,94849
2390,2020-08-22,OH,1119,22614,1960628,23733
2391,2020-08-22,OK,853,10179,811934,11032
2392,2020-08-22,OR,289,4854,516464,5143
2393,2020-08-22,PA,796,12615,1540553,13411
2394,2020-08-22,PR,731,0,335549,731
2395,2020-08-22,RI,153,4119,250126,9695
2396,2020-08-22,SC,917,8034,912132,8951
2397,2020-08-22,SD,251,1604,135630,1855
2398,2020-08-22,TN,1239,25283,2007760,26522
2399,2020-08-22,TX,5559,55275,4640860,60834
2400,2020-08-22,UT,369,2597,622363,2966
2401,2020-08-22,VA,1212,15302,1458766,16393
2402,2020-08-22,VI,28,463,14419,491
2403,2020-08-22,VT,12,1594,118604,1606
2404,2020-08-22,WA,184,7085,1376533,7269
2405,2020-08-22,WI,975,7750,1185704,8725
2406,2020-08-22,WV,119,7420,391858,7539
2407,2020-08-22,WY,19,0,64856,19
2408,2020-08-21,AK,71,8817,321535,8888
2409,2020-08-21,AL,321,0,897100,0
2410,2020-08-21,AR,887,9195,658591,10082
2411,2020-08-21,AS,0,0,1514,0
2412,2020-08-21,AZ,619,8926,1127988,9523
2413,2020-08-21,CA,5585,95821,10329372,101406
2414,2020-08-21,CO,329,0,649087,11486
2415,2020-08-21,CT,87,7443,1022370,7530
2416,2020-08-21,DC,60,5013,259058,5073
2417,2020-08-21,DE,52,1000,218008,1052
2418,2020-08-21,FL,4684,26776,4370776,31460
2419,2020-08-21,GA,2889,20378,2120102,23267
2420,2020-08-21,GU,63,761,31516,824
2421,2020-08-21,HI,0,0,168672,0
2422,2020-08-21,IA,991,3957,573139,4948
2423,2020-08-21,ID,424,2209,233780,2594
2424,2020-08-21,IL,2293,49528,3594336,51821
2425,2020-08-21,IN,1040,11921,958432,12961
2426,2020-08-21,KS,966,5509,366315,6475
2427,2020-08-21,KY,639,8110,748467,8703
2428,2020-08-21,LA,899,18874,1738807,19773
2429,2020-08-21,MA,488,26327,1545337,41809
2430,2020-08-21,MD,670,15921,1204267,16591
2431,2020-08-21,ME,32,3648,223865,3680
2432,2020-08-21,MI,0,0,2425702,0
2433,2020-08-21,MN,825,10619,1041537,18630
2434,2020-08-21,MO,1231,9001,896106,10232
2435,2020-08-21,MP,0,0,12921,0
2436,2020-08-21,MS,874,1302,529802,2176
2437,2020-08-21,MT,144,923,208627,1067
2438,2020-08-21,NC,2008,25570,2030885,27578
2439,2020-08-21,ND,231,1993,187006,6527
2440,2020-08-21,NE,308,3051,333767,3359
2441,2020-08-21,NH,0,0,189682,0
2442,2020-08-21,NJ,290,30195,2615692,30485
2443,2020-08-21,NM,202,6127,694824,6329
2444,2020-08-21,NV,849,4499,566311,5348
2445,2020-08-21,NY,709,98171,7452267,98880
2446,2020-08-21,OH,1043,24493,1936895,25536
2447,2020-08-21,OK,1077,8931,800902,10008
2448,2020-08-21,OR,256,4698,511321,4954
2449,2020-08-21,PA,693,13438,1527142,14131
2450,2020-08-21,PR,703,0,334818,703
2451,2020-08-21,RI,151,5940,245854,10403
2452,2020-08-21,SC,1058,9323,903181,10381
2453,2020-08-21,SD,193,1474,133775,1667
2454,2020-08-21,TN,1669,27466,1981238,29135
2455,2020-08-21,TX,5021,27936,4580026,32957
2456,2020-08-21,UT,463,3130,619397,3593
2457,2020-08-21,VA,978,18055,1442318,18943
2458,2020-08-21,VI,63,222,13915,285
2459,2020-08-21,VT,4,1535,116998,1539
2460,2020-08-21,WA,441,11955,1369264,12396
2461,2020-08-21,WI,848,9744,1176979,10592
2462,2020-08-21,WV,84,6522,384319,6606
2463,2020-08-21,WY,56,607,64837,663
2464,2020-08-20,AK,85,1713,312647,1798
2465,2020-08-20,AL,971,10462,896779,11161
2466,2020-08-20,AR,549,6680,648509,7229
2467,2020-08-20,AS,0,0,1514,0
2468,2020-08-20,AZ,723,6481,1118443,7173
2469,2020-08-20,CA,5920,81363,10227966,87283
2470,2020-08-20,CO,270,4657,648758,7348
2471,2020-08-20,CT,118,12302,1014840,12420
2472,2020-08-20,DC,55,2271,253985,2326
2473,2020-08-20,DE,75,2012,216956,2087
2474,2020-08-20,FL,4555,24958,4339356,29513
2475,2020-08-20,GA,2759,18379,2096835,21138
2476,2020-08-20,GU,105,837,30692,942
2477,2020-08-20,HI,235,2324,168672,2559
2478,2020-08-20,IA,727,5142,568191,5869
2479,2020-08-20,ID,370,1654,231147,1977
2480,2020-08-20,IL,1832,49780,3542515,51612
2481,2020-08-20,IN,941,10497,945471,11438
2482,2020-08-20,KS,0,0,359840,0
2483,2020-08-20,KY,700,8198,739718,8825
2484,2020-08-20,LA,918,13142,1719034,14060
2485,2020-08-20,MA,313,21569,1518522,34144
2486,2020-08-20,MD,580,11328,1187676,11908
2487,2020-08-20,ME,19,2924,220185,2943
2488,2020-08-20,MI,527,29987,2425702,30514
2489,2020-08-20,MN,690,8477,1030093,13956
2490,2020-08-20,MO,1058,10021,885874,11079
2491,2020-08-20,MP,0,1,12921,1
2492,2020-08-20,MS,894,0,527626,894
2493,2020-08-20,MT,116,911,207560,1027
2494,2020-08-20,NC,1972,23241,2003307,25213
2495,2020-08-20,ND,274,1987,184782,7454
2496,2020-08-20,NE,215,1815,330408,2030
2497,2020-08-20,NH,14,1659,189682,2936
2498,2020-08-20,NJ,100,27395,2585207,27495
2499,2020-08-20,NM,170,5272,688495,5442
2500,2020-08-20,NV,556,3881,560963,4437
2501,2020-08-20,NY,601,80383,7353387,80984
2502,2020-08-20,OH,1122,21767,1911359,22889
2503,2020-08-20,OK,746,7408,790894,8154
2504,2020-08-20,OR,295,4916,506367,5211
2505,2020-08-20,PA,791,17753,1513011,18544
2506,2020-08-20,PR,209,0,334115,209
2507,2020-08-20,RI,76,-18627,239763,4447
2508,2020-08-20,SC,909,7763,892800,8672
2509,2020-08-20,SD,125,936,132108,1061
2510,2020-08-20,TN,1375,21774,1952103,23149
2511,2020-08-20,TX,5303,24577,4547069,29880
2512,2020-08-20,UT,461,4981,615804,5442
2513,2020-08-20,VA,863,15050,1423301,15864
2514,2020-08-20,VI,41,156,13563,197
2515,2020-08-20,VT,4,1558,115459,1562
2516,2020-08-20,WA,443,12382,1356868,12825
2517,2020-08-20,WI,769,9131,1166369,9900
2518,2020-08-20,WV,181,7808,377713,7989
2519,2020-08-20,WY,38,1042,64174,1080
2520,2020-08-19,AK,70,770,310849,840
2521,2020-08-19,AL,1117,15970,885346,16939
2522,2020-08-19,AR,729,7489,641280,8628
2523,2020-08-19,AS,0,0,1514,0
2524,2020-08-19,AZ,637,6605,1111239,7231
2525,2020-08-19,CA,6164,85480,10140683,91644
2526,2020-08-19,CO,261,3920,643831,6607
2527,2020-08-19,CT,59,9630,1002420,9689
2528,2020-08-19,DC,29,2152,251659,2181
2529,2020-08-19,DE,50,974,214869,1024
2530,2020-08-19,FL,4115,23084,4310089,27199
2531,2020-08-19,GA,2305,13073,2075697,15378
2532,2020-08-19,GU,22,502,29750,524
2533,2020-08-19,HI,394,1520,166113,1914
2534,2020-08-19,IA,337,4887,562322,5224
2535,2020-08-19,ID,384,1870,229123,2210
2536,2020-08-19,IL,2295,48004,3490903,50299
2537,2020-08-19,IN,489,4930,934033,5419
2538,2020-08-19,KS,723,4855,359840,5578
2539,2020-08-19,KY,627,3293,730820,3837
2540,2020-08-19,LA,778,14205,1704974,14983
2541,2020-08-19,MA,827,19246,1496640,28401
2542,2020-08-19,MD,414,8049,1175768,8463
2543,2020-08-19,ME,21,2895,217242,2916
2544,2020-08-19,MI,688,31975,2395188,32663
2545,2020-08-19,MN,557,17063,1020926,34867
2546,2020-08-19,MO,1258,6056,874795,7314
2547,2020-08-19,MP,0,0,12920,0
2548,2020-08-19,MS,1348,0,526732,1348
2549,2020-08-19,MT,110,911,206533,1021
2550,2020-08-19,NC,1153,25821,1978094,26974
2551,2020-08-19,ND,188,1412,182521,4685
2552,2020-08-19,NE,262,2629,328378,2891
2553,2020-08-19,NH,19,1083,188009,2317
2554,2020-08-19,NJ,329,24638,2557712,24967
2555,2020-08-19,NM,79,5824,683053,5903
2556,2020-08-19,NV,389,2209,556526,2598
2557,2020-08-19,NY,631,79794,7272403,80425
2558,2020-08-19,OH,958,18514,1888470,19472
2559,2020-08-19,OK,597,7143,782740,7740
2560,2020-08-19,OR,194,4624,501156,4818
2561,2020-08-19,PA,570,14331,1494467,14901
2562,2020-08-19,PR,221,0,333906,221
2563,2020-08-19,RI,103,22048,258314,3936
2564,2020-08-19,SC,739,4908,884128,5647
2565,2020-08-19,SD,123,911,131047,1034
2566,2020-08-19,TN,2022,32560,1928954,34582
2567,2020-08-19,TX,7024,9520,4517189,16544
2568,2020-08-19,UT,364,3482,610362,3846
2569,2020-08-19,VA,737,15973,1407358,16639
2570,2020-08-19,VI,32,649,13360,681
2571,2020-08-19,VT,3,-203,113897,-200
2572,2020-08-19,WA,563,14264,1344043,14827
2573,2020-08-19,WI,710,8766,1156463,9476
2574,2020-08-19,WV,70,3929,369724,3999
2575,2020-08-19,WY,67,586,63094,653
2576,2020-08-18,AK,67,4294,310009,4361
2577,2020-08-18,AL,1357,13979,868259,15199
2578,2020-08-18,AR,410,10190,633062,10602
2579,2020-08-18,AS,0,0,1514,0
2580,2020-08-18,AZ,915,4694,1103997,5596
2581,2020-08-18,CA,4636,110623,10049039,115259
2582,2020-08-18,CO,194,4883,639650,8201
2583,2020-08-18,CT,-12,10775,992731,10763
2584,2020-08-18,DC,52,3771,249478,3823
2585,2020-08-18,DE,57,1150,213845,1207
2586,2020-08-18,FL,3838,22326,4282854,26164
2587,2020-08-18,GA,2816,30086,2060319,32902
2588,2020-08-18,GU,19,434,29226,453
2589,2020-08-18,HI,173,2078,164199,2251
2590,2020-08-18,IA,229,2885,557098,3114
2591,2020-08-18,ID,282,2100,226869,2350
2592,2020-08-18,IL,1740,32435,3440604,34175
2593,2020-08-18,IN,841,13140,928614,13981
2594,2020-08-18,KS,0,0,354262,0
2595,2020-08-18,KY,608,9476,726900,9956
2596,2020-08-18,LA,640,15062,1689991,15702
2597,2020-08-18,MA,175,11478,1476567,16626
2598,2020-08-18,MD,520,9173,1167305,9693
2599,2020-08-18,ME,16,1756,214326,1772
2600,2020-08-18,MI,654,21664,2362525,22318
2601,2020-08-18,MN,345,2938,1003306,6836
2602,2020-08-18,MO,794,8070,867481,8864
2603,2020-08-18,MP,1,-1,12920,0
2604,2020-08-18,MS,795,0,525384,795
2605,2020-08-18,MT,54,733,205512,787
2606,2020-08-18,NC,1263,14385,1951120,15648
2607,2020-08-18,ND,134,374,180921,1784
2608,2020-08-18,NE,191,2305,325487,2496
2609,2020-08-18,NH,13,923,186907,1624
2610,2020-08-18,NJ,331,21344,2532745,21675
2611,2020-08-18,NM,92,6485,677150,6577
2612,2020-08-18,NV,672,1833,553928,2505
2613,2020-08-18,NY,655,66236,7191978,66891
2614,2020-08-18,OH,861,19121,1868998,19982
2615,2020-08-18,OK,615,19055,775000,19670
2616,2020-08-18,OR,225,4896,496338,5121
2617,2020-08-18,PA,735,11512,1479566,12247
2618,2020-08-18,PR,953,0,333685,953
2619,2020-08-18,RI,120,2221,236163,5186
2620,2020-08-18,SC,719,4215,878481,4934
2621,2020-08-18,SD,83,637,130013,720
2622,2020-08-18,TN,1034,22230,1894372,23264
2623,2020-08-18,TX,7282,17196,4500645,24478
2624,2020-08-18,UT,263,4458,606516,4721
2625,2020-08-18,VA,861,16002,1390686,16795
2626,2020-08-18,VI,36,210,12696,246
2627,2020-08-18,VT,3,871,114097,874
2628,2020-08-18,WA,598,14503,1329216,15101
2629,2020-08-18,WI,709,9357,1147006,10066
2630,2020-08-18,WV,99,4787,365725,4886
2631,2020-08-18,WY,32,1511,62441,1543
2632,2020-08-17,AK,50,4083,305648,4133
2633,2020-08-17,AL,571,5928,852923,6444
2634,2020-08-17,AR,412,0,622462,0
2635,2020-08-17,AS,0,0,1514,0
2636,2020-08-17,AZ,468,5946,1098388,6398
2637,2020-08-17,CA,6469,129176,9933780,135645
2638,2020-08-17,CO,338,7930,634573,13317
2639,2020-08-17,CT,370,43908,981968,44278
2640,2020-08-17,DC,53,2750,245655,2803
2641,2020-08-17,DE,85,2168,212638,2253
2642,2020-08-17,FL,2678,17570,4256675,20248
2643,2020-08-17,GA,1831,20313,2027417,22144
2644,2020-08-17,GU,42,958,28773,1000
2645,2020-08-17,HI,217,2432,161948,2649
2646,2020-08-17,IA,294,2497,553984,2791
2647,2020-08-17,ID,183,1082,224487,1262
2648,2020-08-17,IL,1773,36473,3406429,38246
2649,2020-08-17,IN,591,7191,914633,7782
2650,2020-08-17,KS,1282,9937,354262,11219
2651,2020-08-17,KY,376,4079,716816,4786
2652,2020-08-17,LA,567,15635,1674289,16202
2653,2020-08-17,MA,213,14733,1464914,21416
2654,2020-08-17,MD,503,14699,1157612,15202
2655,2020-08-17,ME,29,2302,212554,2331
2656,2020-08-17,MI,490,18667,2340207,19157
2657,2020-08-17,MN,564,5405,1000023,12353
2658,2020-08-17,MO,1148,11851,858617,12999
2659,2020-08-17,MP,3,615,12920,618
2660,2020-08-17,MS,276,4167,524589,4443
2661,2020-08-17,MT,42,2759,204725,2801
2662,2020-08-17,NC,564,10262,1935472,10826
2663,2020-08-17,ND,59,559,180413,2603
2664,2020-08-17,NE,131,1984,322991,2115
2665,2020-08-17,NH,16,1026,185971,2123
2666,2020-08-17,NJ,312,20572,2511070,20884
2667,2020-08-17,NM,106,5176,670573,5282
2668,2020-08-17,NV,662,3298,551423,3960
2669,2020-08-17,NY,408,56483,7125087,56891
2670,2020-08-17,OH,775,18596,1849016,19371
2671,2020-08-17,OK,369,0,755330,369
2672,2020-08-17,OR,189,2231,491217,2420
2673,2020-08-17,PA,384,10072,1467319,10456
2674,2020-08-17,PR,754,0,332732,754
2675,2020-08-17,RI,58,686,233822,2028
2676,2020-08-17,SC,456,5490,873547,5946
2677,2020-08-17,SD,86,433,129293,519
2678,2020-08-17,TN,1036,12732,1871108,13768
2679,2020-08-17,TX,7368,29758,4476167,37126
2680,2020-08-17,UT,242,3026,601795,3268
2681,2020-08-17,VA,734,18860,1373758,19577
2682,2020-08-17,VI,19,228,12429,247
2683,2020-08-17,VT,12,1876,113223,1888
2684,2020-08-17,WA,640,15547,1314115,16187
2685,2020-08-17,WI,469,5507,1136927,5976
2686,2020-08-17,WV,68,5432,360839,5500
2687,2020-08-17,WY,45,758,60898,803
2688,2020-08-16,AK,106,4732,301515,4838
2689,2020-08-16,AL,853,8554,846424,9276
2690,2020-08-16,AR,673,33117,622050,33390
2691,2020-08-16,AS,0,0,1514,0
2692,2020-08-16,AZ,883,13900,1091974,14751
2693,2020-08-16,CA,7873,109151,9798135,117024
2694,2020-08-16,CO,300,5680,626305,10939
2695,2020-08-16,CT,0,0,937690,0
2696,2020-08-16,DC,61,3575,242852,3636
2697,2020-08-16,DE,55,1569,210385,1624
2698,2020-08-16,FL,3779,26124,4236419,29903
2699,2020-08-16,GA,1862,15345,2005273,17207
2700,2020-08-16,GU,14,663,27773,677
2701,2020-08-16,HI,282,2751,159299,3033
2702,2020-08-16,IA,635,4484,551193,5119
2703,2020-08-16,ID,304,1906,223222,2182
2704,2020-08-16,IL,1562,35527,3368183,37089
2705,2020-08-16,IN,739,8497,906851,9236
2706,2020-08-16,KS,0,0,343043,0
2707,2020-08-16,KY,385,0,712361,0
2708,2020-08-16,LA,1181,19894,1658087,21075
2709,2020-08-16,MA,303,15164,1449968,22176
2710,2020-08-16,MD,519,14239,1142410,14758
2711,2020-08-16,ME,24,2845,210223,2869
2712,2020-08-16,MI,477,28794,2321050,29271
2713,2020-08-16,MN,739,8842,994054,17290
2714,2020-08-16,MO,1078,9099,845618,10177
2715,2020-08-16,MP,0,0,12302,0
2716,2020-08-16,MS,381,0,520146,381
2717,2020-08-16,MT,91,897,201924,988
2718,2020-08-16,NC,1246,19999,1924646,21245
2719,2020-08-16,ND,143,1512,179795,5415
2720,2020-08-16,NE,253,2940,320876,3193
2721,2020-08-16,NH,8,1544,184929,2098
2722,2020-08-16,NJ,13,28790,2490186,28803
2723,2020-08-16,NM,142,6107,665291,6249
2724,2020-08-16,NV,697,3916,547463,4613
2725,2020-08-16,NY,607,77085,7068196,77692
2726,2020-08-16,OH,613,26682,1829645,27295
2727,2020-08-16,OK,544,0,754961,544
2728,2020-08-16,OR,244,3674,488797,3918
2729,2020-08-16,PA,660,12519,1456863,13179
2730,2020-08-16,PR,311,0,331978,311
2731,2020-08-16,RI,75,1237,233078,3662
2732,2020-08-16,SC,615,6586,867601,7201
2733,2020-08-16,SD,156,1169,128774,1325
2734,2020-08-16,TN,1961,25621,1857340,27582
2735,2020-08-16,TX,6744,110621,4439041,117365
2736,2020-08-16,UT,331,3295,598527,3626
2737,2020-08-16,VA,937,15671,1354189,16522
2738,2020-08-16,VI,7,47,12189,54
2739,2020-08-16,VT,6,1032,111335,1038
2740,2020-08-16,WA,150,4801,1297928,4951
2741,2020-08-16,WI,699,5414,1130931,6113
2742,2020-08-16,WV,107,4988,355339,5095
2743,2020-08-16,WY,59,0,60095,59
2744,2020-08-15,AK,85,663,296677,748
2745,2020-08-15,AL,1271,10762,837017,11923
2746,2020-08-15,AR,-400,0,588260,0
2747,2020-08-15,AS,0,118,1514,118
2748,2020-08-15,AZ,933,8683,1077191,9602
2749,2020-08-15,CA,12614,111899,9681111,124513
2750,2020-08-15,CO,319,6640,620325,11505
2751,2020-08-15,CT,0,0,937690,0
2752,2020-08-15,DC,41,2870,239216,2911
2753,2020-08-15,DE,56,1230,208761,1286
2754,2020-08-15,FL,6352,35808,4206515,42160
2755,2020-08-15,GA,3273,14740,1988066,18013
2756,2020-08-15,GU,0,0,27096,0
2757,2020-08-15,HI,231,2418,156266,2649
2758,2020-08-15,IA,861,4976,546074,5837
2759,2020-08-15,ID,542,2249,221012,2751
2760,2020-08-15,IL,1828,42586,3331094,44414
2761,2020-08-15,IN,1044,10082,897615,11126
2762,2020-08-15,KS,0,0,343043,0
2763,2020-08-15,KY,632,10702,711976,11254
2764,2020-08-15,LA,0,0,1637012,0
2765,2020-08-15,MA,366,22603,1434501,33267
2766,2020-08-15,MD,818,16561,1127652,17379
2767,2020-08-15,ME,29,2282,207354,2311
2768,2020-08-15,MI,1058,29570,2291779,30628
2769,2020-08-15,MN,690,10237,984473,17102
2770,2020-08-15,MO,1127,9445,835441,10572
2771,2020-08-15,MP,0,0,12302,0
2772,2020-08-15,MS,825,7898,519765,8723
2773,2020-08-15,MT,118,957,200936,1075
2774,2020-08-15,NC,1536,24463,1903401,25999
