,date,state,positiveIncrease,negativeIncrease,total,totalTestResultsIncrease
9596,2020-04-15,LA,433,3073,121928,3506
9597,2020-04-15,MA,1861,3970,132760,11653
9598,2020-04-15,MD,560,1470,55763,2030
9599,2020-04-15,ME,36,2468,14846,2504
9600,2020-04-15,MI,920,3153,108361,4073
9601,2020-04-15,MN,156,1540,43566,1696
9602,2020-04-15,MO,209,825,49012,1034
9603,2020-04-15,MP,0,0,47,0
9604,2020-04-15,MS,273,0,38151,273
9605,2020-04-15,MT,5,344,9583,349
9606,2020-04-15,NC,99,2689,67827,2788
9607,2020-04-15,ND,23,377,11316,340
9608,2020-04-15,NE,30,342,11729,372
9609,2020-04-15,NH,119,437,12287,331
9610,2020-04-15,NJ,2206,2041,144021,4247
9611,2020-04-15,NM,62,818,32850,880
9612,2020-04-15,NV,123,871,27655,994
9613,2020-04-15,NY,11571,15298,526012,26869
9614,2020-04-15,OH,511,3040,71552,3551
9615,2020-04-15,OK,79,871,29219,950
9616,2020-04-15,OR,30,958,33351,988
9617,2020-04-15,PA,1145,2808,137584,3953
9618,2020-04-15,PR,51,541,9209,592
9619,2020-04-15,RI,307,1577,26470,2076
9620,2020-04-15,SC,103,758,34733,861
9621,2020-04-15,SD,180,383,9859,563
9622,2020-04-15,TN,256,1809,80896,2065
9623,2020-04-15,TX,868,4475,151810,5343
9624,2020-04-15,UT,130,1008,47614,1138
9625,2020-04-15,VA,329,1077,44665,2047
9626,2020-04-15,VI,0,5,417,5
9627,2020-04-15,VT,9,422,10692,431
9628,2020-04-15,WA,328,4170,150699,4498
9629,2020-04-15,WI,207,1329,44059,1536
9630,2020-04-15,WV,62,556,17656,618
9631,2020-04-15,WY,10,353,6435,363
9632,2020-04-14,AK,8,510,8348,518
9633,2020-04-14,AL,142,3793,33117,3935
9634,2020-04-14,AR,70,257,21131,327
9635,2020-04-14,AS,0,0,20,0
9636,2020-04-14,AZ,104,645,44096,749
9637,2020-04-14,CA,990,10336,215408,11326
9638,2020-04-14,CO,7,1201,38742,1794
9639,2020-04-14,CT,608,924,45841,1532
9640,2020-04-14,DC,103,247,11284,350
9641,2020-04-14,DE,136,348,12304,484
9642,2020-04-14,FL,766,6207,204455,6973
9643,2020-04-14,GA,908,3866,61795,4774
9644,2020-04-14,GU,0,41,944,41
9645,2020-04-14,HI,5,571,19420,576
9646,2020-04-14,IA,189,0,18885,189
9647,2020-04-14,ID,27,206,15114,233
9648,2020-04-14,IL,1222,3626,110616,4848
9649,2020-04-14,IN,291,1187,46017,1478
9650,2020-04-14,KS,50,233,14147,283
9651,2020-04-14,KY,85,732,26683,817
9652,2020-04-14,LA,502,9829,118422,10331
9653,2020-04-14,MA,1315,3320,126929,11345
9654,2020-04-14,MD,536,1446,53733,1982
9655,2020-04-14,ME,36,0,12342,36
9656,2020-04-14,MI,911,3612,104288,4523
9657,2020-04-14,MN,153,1038,41870,1191
9658,2020-04-14,MO,298,2252,47978,2550
9659,2020-04-14,MP,2,0,47,2
9660,2020-04-14,MS,145,6749,37878,6894
9661,2020-04-14,MT,5,131,9234,136
9662,2020-04-14,NC,208,1443,65039,1651
9663,2020-04-14,ND,10,125,10916,206
9664,2020-04-14,NE,57,328,11357,385
9665,2020-04-14,NH,35,368,11635,225
9666,2020-04-14,NJ,4240,6065,139774,10305
9667,2020-04-14,NM,100,1355,31970,1455
9668,2020-04-14,NV,117,1080,26661,1197
9669,2020-04-14,NY,7177,13609,499143,20786
9670,2020-04-14,OH,305,2584,68001,2889
9671,2020-04-14,OK,115,5295,28269,5410
9672,2020-04-14,OR,49,1193,32363,1242
9673,2020-04-14,PA,1146,2693,133631,3839
9674,2020-04-14,PR,20,324,8529,344
9675,2020-04-14,RI,267,1559,24586,1096
9676,2020-04-14,SC,234,2213,33872,2447
9677,2020-04-14,SD,120,174,9296,294
9678,2020-04-14,TN,213,2423,78831,2636
9679,2020-04-14,TX,718,12523,146467,13241
9680,2020-04-14,UT,49,640,46476,689
9681,2020-04-14,VA,424,938,43232,1613
9682,2020-04-14,VI,0,4,400,4
9683,2020-04-14,VT,9,216,10261,225
9684,2020-04-14,WA,302,4356,146201,4658
9685,2020-04-14,WI,166,1228,42520,1394
9686,2020-04-14,WV,14,369,17038,383
9687,2020-04-14,WY,10,0,6072,10
9688,2020-04-13,AK,5,-213,7830,-208
9689,2020-04-13,AL,209,7390,29182,7599
9690,2020-04-13,AR,130,952,20804,1082
9691,2020-04-13,AS,0,0,3,0
9692,2020-04-13,AZ,163,1075,43347,1238
9693,2020-04-13,CA,554,0,204082,554
9694,2020-04-13,CO,791,1870,37534,2585
9695,2020-04-13,CT,1346,1743,44309,3089
9696,2020-04-13,DC,80,214,10934,294
9697,2020-04-13,DE,146,571,11820,717
9698,2020-04-13,FL,1246,12208,197996,13454
9699,2020-04-13,GA,863,1705,57021,2568
9700,2020-04-13,GU,0,77,903,77
9701,2020-04-13,HI,13,863,18844,876
9702,2020-04-13,IA,123,981,18696,1104
9703,2020-04-13,ID,19,554,14881,573
9704,2020-04-13,IL,1173,3860,105768,5033
9705,2020-04-13,IN,308,1742,44539,2050
9706,2020-04-13,KS,39,572,13864,611
9707,2020-04-13,KY,123,1176,25866,1299
9708,2020-04-13,LA,421,3625,108091,4046
9709,2020-04-13,MA,1413,4037,122294,7504
9710,2020-04-13,MD,711,1276,51751,1987
9711,2020-04-13,ME,65,5520,12306,5585
9712,2020-04-13,MI,1036,2508,99765,3544
9713,2020-04-13,MN,148,637,40679,785
9714,2020-04-13,MO,228,0,45428,228
9715,2020-04-13,MP,0,0,47,0
9716,2020-04-13,MS,161,9410,30984,9571
9717,2020-04-13,MT,7,178,9098,185
9718,2020-04-13,NC,296,953,63388,1249
9719,2020-04-13,ND,23,408,10781,457
9720,2020-04-13,NE,23,258,10972,281
9721,2020-04-13,NH,56,226,11332,385
9722,2020-04-13,NJ,2734,0,129469,2734
9723,2020-04-13,NM,71,1752,30515,1823
9724,2020-04-13,NV,135,718,25464,853
9725,2020-04-13,NY,6337,10419,478357,16756
9726,2020-04-13,OH,371,1498,65112,1869
9727,2020-04-13,OK,99,0,22859,99
9728,2020-04-13,OR,57,1306,31121,1363
9729,2020-04-13,PA,1366,3536,129792,4902
9730,2020-04-13,PR,6,141,8151,147
9731,2020-04-13,RI,187,853,22760,1984
9732,2020-04-13,SC,0,0,31425,0
9733,2020-04-13,SD,138,311,9002,449
9734,2020-04-13,TN,302,5216,76195,5518
9735,2020-04-13,TX,422,8271,133226,8693
9736,2020-04-13,UT,60,1493,45787,1553
9737,2020-04-13,VA,473,943,41874,2142
9738,2020-04-13,VI,0,23,375,23
9739,2020-04-13,VT,7,551,10036,558
9740,2020-04-13,WA,371,4215,141543,4586
9741,2020-04-13,WI,116,853,41122,969
9742,2020-04-13,WV,15,383,16655,398
9743,2020-04-13,WY,9,491,6062,500
9744,2020-04-12,AK,15,291,8038,306
9745,2020-04-12,AL,334,0,21583,334
9746,2020-04-12,AR,54,1090,19722,1144
9747,2020-04-12,AS,0,0,5,0
9748,2020-04-12,AZ,146,1433,42109,1579
9749,2020-04-12,CA,1179,15930,203528,17109
9750,2020-04-12,CO,383,1837,34873,2462
9751,2020-04-12,CT,525,864,41220,1389
9752,2020-04-12,DC,97,504,10640,601
9753,2020-04-12,DE,0,0,11103,0
9754,2020-04-12,FL,861,8959,184050,9820
9755,2020-04-12,GA,293,2445,54453,2738
9756,2020-04-12,GU,0,0,826,0
9757,2020-04-12,HI,21,416,17968,437
9758,2020-04-12,IA,77,383,17592,460
9759,2020-04-12,ID,11,533,14308,544
9760,2020-04-12,IL,1672,6914,100735,8586
9761,2020-04-12,IN,493,2781,42489,3274
9762,2020-04-12,KS,69,841,13253,910
9763,2020-04-12,KY,147,132,24567,279
9764,2020-04-12,LA,581,6549,104045,7130
9765,2020-04-12,MA,2615,5348,116844,3802
9766,2020-04-12,MD,531,1995,49764,2526
9767,2020-04-12,ME,17,0,6721,17
9768,2020-04-12,MI,686,2314,96221,3000
9769,2020-04-12,MN,58,1132,39894,1190
9770,2020-04-12,MO,136,1892,45200,2028
9771,2020-04-12,MP,0,0,47,0
9772,2020-04-12,MS,139,0,21413,139
9773,2020-04-12,MT,10,322,8913,332
9774,2020-04-12,NC,208,1538,62139,1746
9775,2020-04-12,ND,15,255,10350,396
9776,2020-04-12,NE,91,615,10691,706
9777,2020-04-12,NH,44,388,11044,375
9778,2020-04-12,NJ,3699,2843,126735,6542
9779,2020-04-12,NM,83,1511,28692,1594
9780,2020-04-12,NV,136,888,24611,1024
9781,2020-04-12,NY,8236,12385,461601,20621
9782,2020-04-12,OH,354,2418,63243,2772
9783,2020-04-12,OK,102,0,22760,102
9784,2020-04-12,OR,156,2378,29758,2534
9785,2020-04-12,PA,1178,3559,124890,4737
9786,2020-04-12,PR,109,236,7967,345
9787,2020-04-12,RI,289,1448,21720,2202
9788,2020-04-12,SC,112,1220,31425,1332
9789,2020-04-12,SD,104,445,8553,549
9790,2020-04-12,TN,194,3655,70677,3849
9791,2020-04-12,TX,923,3077,124533,4000
9792,2020-04-12,UT,97,1591,44234,1688
9793,2020-04-12,VA,197,1789,40506,2365
9794,2020-04-12,VI,0,0,370,0
9795,2020-04-12,VT,21,661,9478,682
9796,2020-04-12,WA,89,1392,136957,1481
9797,2020-04-12,WI,142,1236,39880,1378
9798,2020-04-12,WV,34,771,16257,805
9799,2020-04-12,WY,21,0,5562,21
9800,2020-04-11,AK,11,289,7732,300
9801,2020-04-11,AL,223,0,21249,223
9802,2020-04-11,AR,55,1403,18578,1458
9803,2020-04-11,AS,0,0,5,0
9804,2020-04-11,AZ,281,2515,40530,2796
9805,2020-04-11,CA,1143,7213,186419,8356
9806,2020-04-11,CO,0,0,32653,1675
9807,2020-04-11,CT,972,2571,39831,3543
9808,2020-04-11,DC,118,566,10039,684
9809,2020-04-11,DE,153,-791,11103,-638
9810,2020-04-11,FL,963,9140,174351,10103
9811,2020-04-11,GA,676,4892,51715,5568
9812,2020-04-11,GU,3,31,826,34
9813,2020-04-11,HI,23,1359,17531,1382
9814,2020-04-11,IA,122,1057,17132,1179
9815,2020-04-11,ID,43,627,13764,670
9816,2020-04-11,IL,1293,3329,92149,4622
9817,2020-04-11,IN,528,3647,39215,4175
9818,2020-04-11,KS,102,827,12343,929
9819,2020-04-11,KY,0,0,24288,0
9820,2020-04-11,LA,761,3874,96915,4635
9821,2020-04-11,MA,1888,4551,108881,5306
9822,2020-04-11,MD,726,2064,47238,2790
9823,2020-04-11,ME,30,0,6704,30
9824,2020-04-11,MI,808,2644,93221,3452
9825,2020-04-11,MN,74,1552,38704,1626
9826,2020-04-11,MO,225,2207,43172,2432
9827,2020-04-11,MP,0,0,47,0
9828,2020-04-11,MS,173,0,21274,173
9829,2020-04-11,MT,12,272,8581,284
9830,2020-04-11,NC,404,2344,60393,2748
9831,2020-04-11,ND,15,457,10080,610
9832,2020-04-11,NE,65,566,9985,631
9833,2020-04-11,NH,66,469,10586,549
9834,2020-04-11,NJ,3563,3107,120193,6670
9835,2020-04-11,NM,0,0,27098,0
9836,2020-04-11,NV,116,722,23587,838
9837,2020-04-11,NY,9946,13149,440980,23095
9838,2020-04-11,OH,372,1526,60471,1898
9839,2020-04-11,OK,74,420,22658,494
9840,2020-04-11,OR,50,1547,27224,1597
9841,2020-04-11,PA,1676,5458,120153,7134
9842,2020-04-11,PR,63,462,7703,525
9843,2020-04-11,RI,280,1727,19983,2993
9844,2020-04-11,SC,142,1768,30093,1910
9845,2020-04-11,SD,90,267,8006,357
9846,2020-04-11,TN,252,3777,66828,4029
9847,2020-04-11,TX,890,3925,120533,4815
9848,2020-04-11,UT,104,1680,42546,1784
9849,2020-04-11,VA,568,1972,38516,2799
9850,2020-04-11,VI,1,26,370,27
9851,2020-04-11,VT,20,561,8796,581
9852,2020-04-11,WA,155,2032,135476,2187
9853,2020-04-11,WI,157,1455,38502,1612
9854,2020-04-11,WV,23,874,15452,897
9855,2020-04-11,WY,3,462,5541,465
9856,2020-04-10,AK,11,198,7432,209
9857,2020-04-10,AL,199,0,21026,199
9858,2020-04-10,AR,52,2117,17120,2169
9859,2020-04-10,AS,0,0,5,0
9860,2020-04-10,AZ,94,462,37734,556
9861,2020-04-10,CA,1163,200,178763,1363
9862,2020-04-10,CO,855,2599,32653,2199
9863,2020-04-10,CT,754,2032,36288,2786
9864,2020-04-10,DC,137,494,9355,631
9865,2020-04-10,DE,119,1732,11741,1851
9866,2020-04-10,FL,1167,9114,164241,10281
9867,2020-04-10,GA,917,4145,46147,5062
9868,2020-04-10,GU,2,69,792,71
9869,2020-04-10,HI,7,391,16149,398
9870,2020-04-10,IA,118,862,15953,980
9871,2020-04-10,ID,121,442,13094,563
9872,2020-04-10,IL,1465,5205,87527,6670
9873,2020-04-10,IN,556,2351,35040,2907
9874,2020-04-10,KS,60,579,11414,639
9875,2020-04-10,KY,347,2140,24288,2487
9876,2020-04-10,LA,970,4391,92280,5361
9877,2020-04-10,MA,2035,5418,102442,8851
9878,2020-04-10,MD,783,2136,44448,2919
9879,2020-04-10,ME,26,0,6674,26
9880,2020-04-10,MI,1076,3167,89769,4243
9881,2020-04-10,MN,95,1664,37078,1759
9882,2020-04-10,MO,260,1986,40740,2246
9883,2020-04-10,MP,0,0,47,0
9884,2020-04-10,MS,209,0,21101,209
9885,2020-04-10,MT,11,426,8297,437
9886,2020-04-10,NC,257,9579,57645,9836
9887,2020-04-10,ND,9,609,9608,427
9888,2020-04-10,NE,68,603,9354,671
9889,2020-04-10,NH,31,376,10113,454
9890,2020-04-10,NJ,3561,2770,113523,6331
9891,2020-04-10,NM,226,3065,27098,3291
9892,2020-04-10,NV,128,850,22749,978
9893,2020-04-10,NY,10575,15761,417885,26336
9894,2020-04-10,OH,366,2222,58573,2588
9895,2020-04-10,OK,110,1775,22164,1885
9896,2020-04-10,OR,0,0,25627,0
9897,2020-04-10,PA,1751,5666,113019,7417
9898,2020-04-10,PR,42,418,7238,460
9899,2020-04-10,RI,404,2374,17976,1799
9900,2020-04-10,SC,273,543,28183,816
9901,2020-04-10,SD,89,411,7647,500
9902,2020-04-10,TN,228,2722,62799,2950
9903,2020-04-10,TX,1441,8143,115718,9584
9904,2020-04-10,UT,126,2263,40762,2389
9905,2020-04-10,VA,467,1966,35980,3372
9906,2020-04-10,VI,4,22,368,26
9907,2020-04-10,VT,33,284,8215,317
9908,2020-04-10,WA,309,4172,133289,4481
9909,2020-04-10,WI,222,1801,36890,2023
9910,2020-04-10,WV,31,661,14555,692
9911,2020-04-10,WY,20,816,5076,836
9912,2020-04-09,AK,9,146,7223,155
9913,2020-04-09,AL,400,1305,20827,1705
9914,2020-04-09,AR,119,302,14951,421
9915,2020-04-09,AS,0,0,5,0
9916,2020-04-09,AZ,292,2322,37178,2614
9917,2020-04-09,CA,1352,17884,177600,19236
9918,2020-04-09,CO,226,879,29199,1233
9919,2020-04-09,CT,2003,2463,33502,4466
9920,2020-04-09,DC,83,358,8724,441
9921,2020-04-09,DE,279,1055,9890,1334
9922,2020-04-09,FL,909,8506,153944,9415
9923,2020-04-09,GA,665,1633,41085,2298
9924,2020-04-09,GU,3,31,721,34
9925,2020-04-09,HI,25,577,15751,602
9926,2020-04-09,IA,125,882,14973,1007
9927,2020-04-09,ID,22,611,12531,633
9928,2020-04-09,IL,1344,4447,80857,5791
9929,2020-04-09,IN,408,856,32133,1264
9930,2020-04-09,KS,60,532,10775,592
9931,2020-04-09,KY,197,0,21801,197
9932,2020-04-09,LA,1253,4260,86919,5513
9933,2020-04-09,MA,2151,5297,94989,7775
9934,2020-04-09,MD,656,2411,41529,3067
9935,2020-04-09,ME,23,0,6648,23
9936,2020-04-09,MI,1032,3254,85526,4286
9937,2020-04-09,MN,103,1728,35319,1831
9938,2020-04-09,MO,212,4172,38494,4384
9939,2020-04-09,MP,0,0,47,0
9940,2020-04-09,MS,257,0,20892,257
9941,2020-04-09,MT,22,440,7860,462
9942,2020-04-09,NC,225,4597,47809,4822
9943,2020-04-09,ND,18,420,8990,543
9944,2020-04-09,NE,48,674,8683,722
9945,2020-04-09,NH,0,374,9694,447
9946,2020-04-09,NJ,3590,3186,107192,6776
9947,2020-04-09,NM,71,1491,23807,1562
9948,2020-04-09,NV,138,1067,21771,1205
9949,2020-04-09,NY,10621,15775,391549,26396
9950,2020-04-09,OH,364,2280,55985,2644
9951,2020-04-09,OK,160,6774,20279,6934
9952,2020-04-09,OR,82,981,25627,1063
9953,2020-04-09,PA,1989,5075,105602,7064
9954,2020-04-09,PR,63,437,6690,500
9955,2020-04-09,RI,279,1362,15198,2010
9956,2020-04-09,SC,240,2493,27367,2733
9957,2020-04-09,SD,54,345,7147,399
9958,2020-04-09,TN,272,2959,59849,3231
9959,2020-04-09,TX,877,8999,106134,9876
9960,2020-04-09,UT,130,2127,38373,2257
9961,2020-04-09,VA,397,1984,33653,2310
9962,2020-04-09,VI,1,9,339,10
9963,2020-04-09,VT,49,217,7898,266
9964,2020-04-09,WA,363,4128,128808,4491
9965,2020-04-09,WI,164,1309,34867,1473
9966,2020-04-09,WV,61,1257,13863,1318
9967,2020-04-09,WY,17,77,4240,94
9968,2020-04-08,AK,13,142,7068,155
9969,2020-04-08,AL,250,3956,19122,4206
9970,2020-04-08,AR,54,838,14530,892
9971,2020-04-08,AS,0,0,5,0
9972,2020-04-08,AZ,151,1038,34564,1189
9973,2020-04-08,CA,1092,11943,158864,13035
9974,2020-04-08,CO,257,962,28094,1634
9975,2020-04-08,CT,0,0,29036,0
9976,2020-04-08,DC,229,231,8283,460
9977,2020-04-08,DE,0,0,8556,0
9978,2020-04-08,FL,708,4264,144458,4972
9979,2020-04-08,GA,1083,3991,38787,5074
9980,2020-04-08,GU,4,33,687,37
9981,2020-04-08,HI,23,1584,15149,1607
9982,2020-04-08,IA,97,1151,13966,1248
9983,2020-04-08,ID,40,612,11898,652
9984,2020-04-08,IL,1529,4805,75066,6334
9985,2020-04-08,IN,436,1669,30869,2105
9986,2020-04-08,KS,146,523,10183,669
9987,2020-04-08,KY,141,1508,21604,1649
9988,2020-04-08,LA,746,6005,81406,6751
9989,2020-04-08,MA,1588,4579,87541,7958
9990,2020-04-08,MD,1158,5677,38462,6835
9991,2020-04-08,ME,18,0,6625,18
9992,2020-04-08,MI,1100,2832,81240,3932
9993,2020-04-08,MN,102,1351,33488,1453
9994,2020-04-08,MO,290,1851,34110,2141
9995,2020-04-08,MP,3,12,47,15
9996,2020-04-08,MS,88,0,20635,88
9997,2020-04-08,MT,13,400,7398,413
9998,2020-04-08,NC,205,1700,42987,1905
9999,2020-04-08,ND,14,835,8552,877
10000,2020-04-08,NE,72,631,7961,703
10001,2020-04-08,NH,73,370,9266,431
10002,2020-04-08,NJ,3021,2421,100416,5442
10003,2020-04-08,NM,108,312,22245,420
10004,2020-04-08,NV,231,1696,20566,1927
10005,2020-04-08,NY,10453,14642,365153,25095
10006,2020-04-08,OH,366,2137,53341,2503
10007,2020-04-08,OK,52,0,13345,52
10008,2020-04-08,OR,58,1499,24564,1557
10009,2020-04-08,PA,1680,5580,98538,7260
10010,2020-04-08,PR,47,300,6046,347
10011,2020-04-08,RI,273,1572,13557,1913
10012,2020-04-08,SC,135,819,24634,954
10013,2020-04-08,SD,73,407,6748,480
10014,2020-04-08,TN,224,3520,56618,3744
10015,2020-04-08,TX,1091,6518,96258,7609
10016,2020-04-08,UT,108,1361,36116,1469
10017,2020-04-08,VA,312,1688,30645,2391
10018,2020-04-08,VI,2,20,322,22
10019,2020-04-08,VT,23,356,7632,379
10020,2020-04-08,WA,345,4720,124317,5065
10021,2020-04-08,WI,215,1603,33394,1818
10022,2020-04-08,WV,50,436,12545,486
10023,2020-04-08,WY,87,54,4146,141
10024,2020-04-07,AK,22,8,6913,30
10025,2020-04-07,AL,151,0,14916,151
10026,2020-04-07,AR,71,722,13638,793
10027,2020-04-07,AS,0,0,5,0
10028,2020-04-07,AZ,119,722,33375,841
10029,2020-04-07,CA,1529,12269,145329,13798
10030,2020-04-07,CO,222,880,26875,1202
10031,2020-04-07,CT,875,1475,29036,2350
10032,2020-04-07,DC,114,256,7823,370
10033,2020-04-07,DE,255,1307,8556,1562
10034,2020-04-07,FL,1423,13465,139569,14888
10035,2020-04-07,GA,1504,935,33713,2439
10036,2020-04-07,GU,8,24,650,32
10037,2020-04-07,HI,16,0,13542,16
10038,2020-04-07,IA,102,1017,12718,1119
10039,2020-04-07,ID,69,182,11246,251
10040,2020-04-07,IL,1287,4503,68732,5790
10041,2020-04-07,IN,563,2010,28764,2573
10042,2020-04-07,KS,55,375,9514,430
10043,2020-04-07,KY,53,1135,19955,1188
10044,2020-04-07,LA,1417,4072,74655,5489
10045,2020-04-07,MA,1365,3550,81374,7622
10046,2020-04-07,MD,326,1684,31627,2010
10047,2020-04-07,ME,20,0,6607,20
10048,2020-04-07,MI,1179,3082,77308,4261
10049,2020-04-07,MN,102,1448,32035,1550
10050,2020-04-07,MO,315,1819,31969,2134
10051,2020-04-07,MP,0,2,23,2
10052,2020-04-07,MS,177,0,20547,177
10053,2020-04-07,MT,20,175,6985,195
10054,2020-04-07,NC,351,5,41082,356
10055,2020-04-07,ND,12,478,7703,437
10056,2020-04-07,NE,38,433,7258,471
10057,2020-04-07,NH,46,318,8783,360
10058,2020-04-07,NJ,3326,2616,94974,5942
10059,2020-04-07,NM,62,2627,21825,2689
10060,2020-04-07,NV,134,876,18639,1010
10061,2020-04-07,NY,8174,11073,340058,19247
10062,2020-04-07,OH,332,2128,50838,2460
10063,2020-04-07,OK,145,10399,13293,10544
10064,2020-04-07,OR,49,1157,23007,1206
10065,2020-04-07,PA,1579,5845,91278,7424
10066,2020-04-07,PR,60,534,5507,594
10067,2020-04-07,RI,261,1486,11712,1924
10068,2020-04-07,SC,368,4336,23680,4704
10069,2020-04-07,SD,32,216,6270,248
10070,2020-04-07,TN,336,5188,52874,5524
10071,2020-04-07,TX,986,2306,88649,3292
10072,2020-04-07,UT,63,1190,34647,1253
10073,2020-04-07,VA,455,3669,28645,2962
10074,2020-04-07,VI,0,0,285,0
10075,2020-04-07,VT,33,484,7253,517
10076,2020-04-07,WA,413,5063,119252,5476
10077,2020-04-07,WI,198,1938,31576,2136
10078,2020-04-07,WV,67,2052,12059,2119
10079,2020-04-07,WY,6,70,4005,76
10080,2020-04-06,AK,6,593,6883,599
10081,2020-04-06,AL,172,1515,14765,1687
10082,2020-04-06,AR,45,1558,12845,1603
10083,2020-04-06,AS,0,0,5,0
10084,2020-04-06,AZ,187,4937,32534,5124
10085,2020-04-06,CA,898,0,132431,898
10086,2020-04-06,CO,385,1488,25773,2120
10087,2020-04-06,CT,1231,2185,26686,3416
10088,2020-04-06,DC,99,520,7453,619
10089,2020-04-06,DE,0,0,6994,0
10090,2020-04-06,FL,1173,8697,124416,9870
10091,2020-04-06,GA,667,2775,31274,3442
10092,2020-04-06,GU,1,12,618,13
10093,2020-04-06,HI,20,551,13526,571
10094,2020-04-06,IA,78,680,11599,758
10095,2020-04-06,ID,24,710,10995,734
10096,2020-04-06,IL,1006,2953,62942,3959
10097,2020-04-06,IN,533,3006,26191,3539
10098,2020-04-06,KS,98,763,9084,861
10099,2020-04-06,KY,38,2066,18767,2104
10100,2020-04-06,LA,1857,6984,69166,8841
10101,2020-04-06,MA,1337,3155,76459,7580
10102,2020-04-06,MD,436,844,29617,1280
10103,2020-04-06,ME,29,0,6587,29
10104,2020-04-06,MI,1327,3108,73047,4435
10105,2020-04-06,MN,113,1065,30485,1178
10106,2020-04-06,MO,355,2231,29835,2586
10107,2020-04-06,MP,0,0,31,0
10108,2020-04-06,MS,100,13052,20370,13152
10109,2020-04-06,MT,13,174,6790,187
10110,2020-04-06,NC,285,396,40726,681
10111,2020-04-06,ND,18,408,7213,357
10112,2020-04-06,NE,46,820,6795,866
10113,2020-04-06,NH,48,290,8471,336
10114,2020-04-06,NJ,3585,3281,89032,6866
10115,2020-04-06,NM,81,2227,19136,2308
10116,2020-04-06,NV,117,681,17629,798
10117,2020-04-06,NY,8658,9873,320811,18531
10118,2020-04-06,OH,407,4215,48378,4622
10119,2020-04-06,OK,75,21,2749,96
10120,2020-04-06,OR,64,1113,21801,1177
10121,2020-04-06,PA,1470,4613,83854,6083
10122,2020-04-06,PR,38,359,4945,397
10123,2020-04-06,RI,206,1577,9965,1343
10124,2020-04-06,SC,0,0,18976,0
10125,2020-04-06,SD,48,379,6020,427
10126,2020-04-06,TN,169,1881,47350,2050
10127,2020-04-06,TX,464,13955,85357,14419
10128,2020-04-06,UT,70,2432,33394,2502
10129,2020-04-06,VA,241,609,24521,3809
10130,2020-04-06,VI,1,16,285,17
10131,2020-04-06,VT,32,331,6736,363
10132,2020-04-06,WA,394,4989,113776,5383
10133,2020-04-06,WI,223,1405,29440,1628
10134,2020-04-06,WV,21,1081,9940,1102
10135,2020-04-06,WY,13,679,3929,692
10136,2020-04-05,AK,14,230,6284,244
10137,2020-04-05,AL,216,2009,13078,2225
10138,2020-04-05,AR,87,785,11242,872
10139,2020-04-05,AS,0,0,5,0
10140,2020-04-05,AZ,250,0,27410,250
10141,2020-04-05,CA,1412,1421,131533,2833
10142,2020-04-05,CO,392,1437,23900,1968
10143,2020-04-05,CT,399,842,23270,1241
10144,2020-04-05,DC,96,300,6834,396
10145,2020-04-05,DE,80,447,6994,527
10146,2020-04-05,FL,1040,10297,114533,11337
10147,2020-04-05,GA,487,1051,27832,1538
10148,2020-04-05,GU,19,21,605,40
10149,2020-04-05,HI,32,645,12955,677
10150,2020-04-05,IA,82,519,10841,601
10151,2020-04-05,ID,64,1327,10261,1391
10152,2020-04-05,IL,899,4503,58983,5402
10153,2020-04-05,IN,458,2394,22652,2852
10154,2020-04-05,KS,49,596,8223,645
10155,2020-04-05,KY,86,1005,16663,1091
10156,2020-04-05,LA,514,1313,60325,1827
10157,2020-04-05,MA,765,2374,71967,4102
10158,2020-04-05,MD,484,2243,28337,2727
10159,2020-04-05,ME,14,0,6558,14
10160,2020-04-05,MI,877,2949,68612,3826
10161,2020-04-05,MN,59,1403,29307,1462
10162,2020-04-05,MO,76,2268,27249,2344
10163,2020-04-05,MP,0,0,31,0
10164,2020-04-05,MS,183,447,7218,630
10165,2020-04-05,MT,21,405,6603,426
10166,2020-04-05,NC,183,1089,40045,1272
10167,2020-04-05,ND,21,559,6787,440
10168,2020-04-05,NE,42,500,5933,542
10169,2020-04-05,NH,81,446,8125,479
10170,2020-04-05,NJ,3381,3429,82166,6810
10171,2020-04-05,NM,48,1148,16828,1196
10172,2020-04-05,NV,94,574,16831,668
10173,2020-04-05,NY,8327,10332,302280,18659
10174,2020-04-05,OH,304,1581,43756,1885
10175,2020-04-05,OK,93,39,2653,132
10176,2020-04-05,OR,69,3021,20624,3090
10177,2020-04-05,PA,1493,6248,77771,7741
10178,2020-04-05,PR,23,468,4587,491
10179,2020-04-05,RI,182,1070,8182,803
10180,2020-04-05,SC,132,530,18976,662
10181,2020-04-05,SD,28,341,5593,369
10182,2020-04-05,TN,312,3597,45300,3909
10183,2020-04-05,TX,702,6485,70938,7187
10184,2020-04-05,UT,177,2672,30892,2849
10185,2020-04-05,VA,230,1889,23671,2193
10186,2020-04-05,VI,2,22,266,24
10187,2020-04-05,VT,31,588,6373,619
10188,2020-04-05,WA,171,1925,108393,2096
10189,2020-04-05,WI,167,1310,27812,1477
10190,2020-04-05,WV,42,1110,8838,1152
10191,2020-04-05,WY,10,95,3237,105
10192,2020-04-04,AK,14,10,6040,24
10193,2020-04-04,AL,148,1086,10853,1234
10194,2020-04-04,AR,39,632,10370,671
10195,2020-04-04,AS,0,0,5,0
10196,2020-04-04,AZ,250,2237,27160,2487
10197,2020-04-04,CA,1325,77075,126700,78400
